,0,1,2,3,4,5,6,7,8,9
80,37i9dQZF1DXbTxeAdrVG2l,36AWdhZIGLUTkWpJDhe7va,0.646,0.665,0.0268,0.326,1.97e-05,0.238,0.7,143.966
81,37i9dQZF1DXbTxeAdrVG2l,4ePP9So5xRzspjLFVVbj90,0.543,0.912,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731
82,37i9dQZF1DXbTxeAdrVG2l,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925
83,37i9dQZF1DXbTxeAdrVG2l,0lfPPoWG4b3OmhieJ2YDF0,0.541,0.692,0.0278,0.0409,0.000178,0.108,0.303,95.446
84,37i9dQZF1DXbTxeAdrVG2l,5KaggKyCa9QZk25z93D4Zs,0.648,0.623,0.0305,0.077,0.0,0.324,0.715,90.986
85,37i9dQZF1DXbTxeAdrVG2l,17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0.0299,0.206,0.00103,0.362,0.949,116.74
86,37i9dQZF1DXbTxeAdrVG2l,4rV3AYCf4BBBCkIpyLPwUP,0.751,0.467,0.036,0.173,0.0,0.217,0.568,98.783
87,37i9dQZF1DXbTxeAdrVG2l,7E81YAfHOaSlnevLjKMghT,0.628,0.953,0.0626,0.00276,0.0132,0.427,0.515,111.134
88,37i9dQZF1DXbTxeAdrVG2l,1NOeZ7ZIVKMebuza26rofd,0.614,0.466,0.0327,0.314,0.0,0.099,0.178,119.916
89,37i9dQZF1DXbTxeAdrVG2l,1yTQ39my3MoNROlFw3RDNy,0.726,0.679,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02
90,37i9dQZF1DXbTxeAdrVG2l,1Cwsd5xI8CajJz795oy4XF,0.621,0.901,0.0302,0.17,0.0,0.0875,0.744,113.967
91,37i9dQZF1DXbTxeAdrVG2l,1umFfZGw8bsBd1a0fLTQI3,0.5,0.455,0.0261,0.136,0.00363,0.0646,0.563,155.935
92,37i9dQZF1DXbTxeAdrVG2l,5jOvmh1DYmaiBPETL6HCRY,0.694,0.941,0.0408,0.00224,0.0826,0.109,0.854,125.014
93,37i9dQZF1DXbTxeAdrVG2l,5oQx6XZyrOOkGbme8DA9GO,0.56,0.541,0.0288,0.23,0.0,0.118,0.278,139.76
94,37i9dQZF1DXbTxeAdrVG2l,6YXWauQKn5nQVhcC4KVplQ,0.733,0.706,0.0292,0.0262,0.0,0.0881,0.598,115.04
95,37i9dQZF1DXbTxeAdrVG2l,1Eb90nmqTrxylKFhcUzW8P,0.533,0.36,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229
96,37i9dQZF1DXbTxeAdrVG2l,3jS7bB0oXVOwGFZn3aE5NV,0.665,0.834,0.0576,0.21,0.0,0.452,0.411,105.292
97,37i9dQZF1DXbTxeAdrVG2l,5DiXcVovI0FcY2s0icWWUu,0.578,0.817,0.0363,0.183,3.06e-06,0.285,0.726,141.621
98,37i9dQZF1DXbTxeAdrVG2l,1M2nd8jNUkkwrc1dgBPTJz,0.429,0.594,0.0277,0.156,4.95e-06,0.1,0.236,150.22
99,37i9dQZF1DXbTxeAdrVG2l,6kQz6t5z1FK4uohPh8Kd73,0.82,0.937,0.0542,0.139,7.51e-05,0.325,0.922,131.006
0,37i9dQZF1DX4UtSsGT1Sbe,39lSeqnyjZJejRuaREfyLL,0.691,0.812,0.0558,0.0433,1.16e-06,0.299,0.685,127.568
1,37i9dQZF1DX4UtSsGT1Sbe,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,0.054,0.018,0.00125,0.0928,0.876,84.412
2,37i9dQZF1DX4UtSsGT1Sbe,1Jj6MF0xDOMA3Ut2Z368Bx,0.724,0.436,0.0282,0.576,1.19e-06,0.0908,0.324,130.439
3,37i9dQZF1DX4UtSsGT1Sbe,4kOfxxnW1ukZdsNbCKY9br,0.851,0.406,0.0661,0.219,6.41e-06,0.0853,0.792,97.84
4,37i9dQZF1DX4UtSsGT1Sbe,7FwBtcecmlpc1sLySPXeGE,0.527,0.942,0.0366,0.0115,0.0,0.188,0.495,148.723
5,37i9dQZF1DX4UtSsGT1Sbe,0SNGe4xksgp7CGnY5kMXOJ,0.822,0.478,0.0343,0.559,0.0073,0.0813,0.722,117.394
6,37i9dQZF1DX4UtSsGT1Sbe,4NH4xiPQ7TqNGqj6pZV4ki,0.668,0.473,0.0336,0.231,0.0,0.115,0.962,91.976
7,37i9dQZF1DX4UtSsGT1Sbe,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,0.0401,0.0236,0.0158,0.0359,0.847,117.046
8,37i9dQZF1DX4UtSsGT1Sbe,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,0.0453,0.207,0.000307,0.0888,0.867,118.818
9,37i9dQZF1DX4UtSsGT1Sbe,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,0.0386,0.0183,0.0,0.0732,0.774,139.131
10,37i9dQZF1DX4UtSsGT1Sbe,3koCCeSaVUyrRo3N2gHrd8,0.869,0.648,0.0633,0.121,2.17e-05,0.126,0.9,125.035
11,37i9dQZF1DX4UtSsGT1Sbe,43eBgYRTmu5BJnCJDBU5Hb,0.544,0.873,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902
12,37i9dQZF1DX4UtSsGT1Sbe,0nd1Vs5BIoIU4TJlzR8KVB,0.887,0.48,0.117,0.0094,3.58e-05,0.0662,0.607,95.846
13,37i9dQZF1DX4UtSsGT1Sbe,4YwbSZaYeYja8Umyt222Qf,0.62,0.936,0.0308,0.0261,0.0,0.0679,0.763,97.527
14,37i9dQZF1DX4UtSsGT1Sbe,6pPWRBubXOBAHnjl5ZIujB,0.662,0.737,0.0296,0.108,0.0191,0.119,0.744,103.867
15,37i9dQZF1DX4UtSsGT1Sbe,6xdLJrVj4vIXwhuG8TMopk,0.599,0.761,0.0421,0.713,4.74e-06,0.349,0.712,77.015
16,37i9dQZF1DX4UtSsGT1Sbe,6apPqjW8ezpKEicAkkBlvO,0.611,0.524,0.035,0.68,0.0,0.0753,0.73,203.787
17,37i9dQZF1DX4UtSsGT1Sbe,7gozgbG5EBTukCFWToTRA5,0.565,0.764,0.0351,0.0139,0.00488,0.079,0.686,100.891
18,37i9dQZF1DX4UtSsGT1Sbe,0A4PZuepTcIQVvA5m7R0M1,0.602,0.784,0.0313,0.00398,0.0852,0.0931,0.918,133.019
19,37i9dQZF1DX4UtSsGT1Sbe,1ff8lsrJ2kuZuofMw81EQo,0.572,0.706,0.0283,0.35,0.0,0.159,0.671,113.595
20,37i9dQZF1DX4UtSsGT1Sbe,44aTAUBF0g6sMkMNE8I5kd,0.558,0.768,0.0343,0.121,0.0626,0.124,0.429,81.909
21,37i9dQZF1DX4UtSsGT1Sbe,77NNZQSqzLNqh2A9JhLRkg,0.491,0.802,0.0392,0.25,0.0,0.387,0.472,119.25
22,37i9dQZF1DX4UtSsGT1Sbe,798fUF6UnRn27xiVuKyJCi,0.685,0.571,0.0299,0.335,2.38e-06,0.214,0.869,121.737
23,37i9dQZF1DX4UtSsGT1Sbe,31H6au3jhblhr6MMJiXnCq,0.712,0.549,0.0254,0.011,0.0,0.118,0.552,109.882
24,37i9dQZF1DX4UtSsGT1Sbe,2cFl7utlqyZjCXN1G5nRvA,0.704,0.544,0.026,0.0873,1.66e-05,0.041,0.628,120.717
25,37i9dQZF1DX4UtSsGT1Sbe,0snPJPxkk0MbTc0xeUvAPt,0.698,0.774,0.048,0.12,2.26e-06,0.394,0.731,133.197
26,37i9dQZF1DX4UtSsGT1Sbe,3OeUlriM0EZHdWleJtjoVr,0.767,0.854,0.0426,0.465,2.03e-06,0.485,0.963,149.206
27,37i9dQZF1DX4UtSsGT1Sbe,4tyl9OMKMG8F2L0RUYQMH3,0.461,0.918,0.0959,0.405,0.00033,0.126,0.802,172.435
28,37i9dQZF1DX4UtSsGT1Sbe,7aS418hRnOnYrXeyrZilwk,0.605,0.785,0.0257,0.0303,4.14e-06,0.288,0.628,113.803
29,37i9dQZF1DX4UtSsGT1Sbe,1KsI8NEeAna8ZIdojI3FiT,0.641,0.894,0.0273,0.0857,0.009,0.157,0.972,109.823
30,37i9dQZF1DX4UtSsGT1Sbe,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,0.037,0.0116,0.173,0.0678,0.944,109.902
31,37i9dQZF1DX4UtSsGT1Sbe,2olVm1lHicpveMAo4AUDRB,0.768,0.829,0.0313,0.0964,2.92e-05,0.097,0.962,118.773
32,37i9dQZF1DX4UtSsGT1Sbe,2vEQ9zBiwbAVXzS2SOxodY,0.643,0.801,0.0228,0.0298,0.0,0.0719,0.534,95.988
33,37i9dQZF1DX4UtSsGT1Sbe,2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,0.0733,0.0984,0.00019,0.0593,0.646,173.982
34,37i9dQZF1DX4UtSsGT1Sbe,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.944,0.0455,0.0755,0.0,0.601,0.792,128.993
35,37i9dQZF1DX4UtSsGT1Sbe,4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,0.0373,0.501,0.00572,0.184,0.907,176.941
36,37i9dQZF1DX4UtSsGT1Sbe,480dDrqG7LO6qDaphHeXlM,0.623,0.94,0.0365,0.202,0.00184,0.0472,0.837,131.037
37,37i9dQZF1DX4UtSsGT1Sbe,0f6pHbsLzpWxl5CfhOUjBA,0.71,0.639,0.045,0.23,0.0,0.172,0.733,107.947
38,37i9dQZF1DX4UtSsGT1Sbe,37BTh5g05cxBIRYMbw8g2T,0.365,0.513,0.0357,0.0208,0.000147,0.205,0.739,80.647
39,37i9dQZF1DX4UtSsGT1Sbe,4czNORk5MjW5WOn98bki32,0.748,0.603,0.043,0.15,0.000261,0.0269,0.827,108.831
40,37i9dQZF1DX4UtSsGT1Sbe,0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011
41,37i9dQZF1DX4UtSsGT1Sbe,0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,0.0534,0.182,0.00647,0.077,0.82,128.433
42,37i9dQZF1DX4UtSsGT1Sbe,23l1kVpqMVREiwU1YAlcr4,0.673,0.663,0.0269,0.217,0.017,0.177,0.671,120.634
43,37i9dQZF1DX4UtSsGT1Sbe,1UvTPXlImVd4jcucK4qJwb,0.7,0.781,0.0507,0.0869,0.00342,0.059,0.385,108.694
44,37i9dQZF1DX4UtSsGT1Sbe,7INi4pMPG4IE0Smx5y4KVf,0.749,0.699,0.0371,0.0674,0.00192,0.0763,0.935,128.904
45,37i9dQZF1DX4UtSsGT1Sbe,6i8ecOsx4J2Px1maiqzqoG,0.69,0.54,0.0317,0.218,0.00657,0.115,0.764,114.846
46,37i9dQZF1DX4UtSsGT1Sbe,07ABETRdek3ACMpRPvQuaT,0.533,0.783,0.0366,0.0116,0.0565,0.186,0.726,124.874
47,37i9dQZF1DX4UtSsGT1Sbe,6mYrhCAGWzTdF8QnKuchXM,0.658,0.575,0.0267,0.243,0.0,0.122,0.504,108.329
48,37i9dQZF1DX4UtSsGT1Sbe,3nQuDlaVZApyrG6tdsETe0,0.722,0.518,0.0296,0.593,0.00453,0.0854,0.753,116.289
49,37i9dQZF1DX4UtSsGT1Sbe,37Q5anxoGWYdRsyeXkkNoI,0.64,0.852,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902
50,37i9dQZF1DX4UtSsGT1Sbe,0lzpfrTARexLFXEACKSXTh,0.489,0.927,0.17,0.455,0.00165,0.305,0.79,177.354
51,37i9dQZF1DX4UtSsGT1Sbe,6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,0.0277,0.607,0.0571,0.145,0.531,111.166
52,37i9dQZF1DX4UtSsGT1Sbe,0Zt9fqRK58Y0onY1VwaKp7,0.796,0.693,0.0413,0.164,1.77e-05,0.0408,0.954,108.8
53,37i9dQZF1DX4UtSsGT1Sbe,1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,0.0327,0.15,3.04e-06,0.222,0.471,111.203
54,37i9dQZF1DX4UtSsGT1Sbe,5izGeTxueiFX1UPFGohY9w,0.702,0.578,0.031,0.382,5.89e-06,0.0425,0.975,111.617
55,37i9dQZF1DX4UtSsGT1Sbe,7aHRctaQ7vjxVTVmY8OhAA,0.661,0.908,0.039,0.052,0.0,0.0708,0.656,144.091
56,37i9dQZF1DX4UtSsGT1Sbe,1kIu9zpYtWjgrLlsactlna,0.846,0.826,0.098,0.0867,0.0,0.12,0.813,134.454
57,37i9dQZF1DX4UtSsGT1Sbe,5XsMz0YfEaHZE0MTb1aujs,0.618,0.764,0.0562,0.186,0.0,0.12,0.876,81.366
58,37i9dQZF1DX4UtSsGT1Sbe,50XXRUFNjs85P0MjCZ1c9X,0.69,0.674,0.047,0.2,0.00648,0.115,0.714,98.85
59,37i9dQZF1DX4UtSsGT1Sbe,2Y90nL1ohB4sgYELDs7uNx,0.574,0.96,0.032,0.0457,0.0,0.121,0.978,117.486
60,37i9dQZF1DX4UtSsGT1Sbe,6A8OnjnpShshNpcqWtZRjr,0.833,0.934,0.0313,0.343,7.55e-06,0.0521,0.964,121.879
61,37i9dQZF1DX4UtSsGT1Sbe,65E62rOSbm7SZbAMYjNTJq,0.458,0.843,0.0316,0.00135,0.000296,0.778,0.713,105.701
62,37i9dQZF1DX4UtSsGT1Sbe,2D4D3hiOf5U0W6SvJoCQph,0.666,0.91,0.0399,0.0874,8.41e-06,0.336,0.919,117.14
63,37i9dQZF1DX4UtSsGT1Sbe,0PXw9NKvolWTo7U9JkNzmc,0.622,0.865,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706
64,37i9dQZF1DX4UtSsGT1Sbe,2TSVJz7sJIUInkzWVJIsCf,0.747,0.533,0.0554,0.1,0.0,0.0344,0.875,112.987
65,37i9dQZF1DX4UtSsGT1Sbe,5NwkWwfRJaT55hEPtCmJHx,0.369,0.762,0.0464,0.22,2.8e-05,0.579,0.644,84.957
66,37i9dQZF1DX4UtSsGT1Sbe,07itbZUgkAmBi4CEH5NniJ,0.756,0.61,0.0709,0.0806,7.89e-05,0.114,0.863,173.818
67,37i9dQZF1DX4UtSsGT1Sbe,5UU5FbITNm5OunvHQdsKME,0.755,0.763,0.0473,0.405,0.0,0.318,0.932,122.045
68,37i9dQZF1DX4UtSsGT1Sbe,2v7ywbUzCgcVohHaKUcacV,0.66,0.629,0.0387,0.432,7.3e-05,0.172,0.324,111.926
69,37i9dQZF1DX4UtSsGT1Sbe,2xcrseImDFEf8Urommws03,0.682,0.954,0.0625,0.00712,4.04e-05,0.052,0.928,115.475
70,37i9dQZF1DX4UtSsGT1Sbe,6Wiamk8BAAP50gAAJopsy2,0.46,0.932,0.0468,0.139,0.00504,0.114,0.849,203.617
71,37i9dQZF1DX4UtSsGT1Sbe,4CoSCPlKNrWli7E5kFtbcl,0.64,0.649,0.0264,0.216,8.3e-05,0.0551,0.865,124.825
72,37i9dQZF1DX4UtSsGT1Sbe,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,0.0377,0.184,0.0,0.214,0.958,117.656
73,37i9dQZF1DX4UtSsGT1Sbe,4m2GdLuOhDt6rFbgOFMHIL,0.383,0.57,0.0318,0.0416,0.00683,0.746,0.183,114.147
74,37i9dQZF1DX4UtSsGT1Sbe,0viZ7D81W8pD65TkzaFkXT,0.683,0.637,0.049,0.0153,0.0275,0.0945,0.884,90.637
75,37i9dQZF1DX4UtSsGT1Sbe,4YBIuDWPsVy9pXLCUBORZN,0.527,0.429,0.0321,0.655,0.0,0.0865,0.277,97.893
76,37i9dQZF1DX4UtSsGT1Sbe,7arHM2KZ0KzIZXFVDRGClI,0.813,0.699,0.0458,0.0251,0.0135,0.0527,0.732,117.548
77,37i9dQZF1DX4UtSsGT1Sbe,7sMGwiS4vOMcz86ZY3vKYM,0.705,0.847,0.0361,0.414,3.21e-06,0.406,0.743,120.527
78,37i9dQZF1DX4UtSsGT1Sbe,0odIT9B9BvOCnXfS0e4lB5,0.675,0.649,0.0319,0.0204,0.0,0.0959,0.596,116.624
79,37i9dQZF1DX4UtSsGT1Sbe,37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0.0335,0.0778,0.000214,0.294,0.795,122.511
80,37i9dQZF1DX4UtSsGT1Sbe,0ire4j2mcGovF5JA1D2cTp,0.64,0.926,0.0322,0.135,2.04e-06,0.134,0.901,131.997
81,37i9dQZF1DX4UtSsGT1Sbe,3G0ENKW9vzV0SuYKaWFflI,0.632,0.656,0.0277,0.123,0.000264,0.0735,0.752,86.605
82,37i9dQZF1DX4UtSsGT1Sbe,63CHa6rmamv9OsehkRD8oz,0.58,0.498,0.0277,0.198,0.0,0.132,0.111,116.271
83,37i9dQZF1DX4UtSsGT1Sbe,66S14BkJDxgkYxLl5DCqOz,0.851,0.551,0.0396,0.151,0.0,0.0827,0.807,131.922
84,37i9dQZF1DX4UtSsGT1Sbe,2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,0.0476,0.429,0.0,0.103,0.462,113.805
85,37i9dQZF1DX4UtSsGT1Sbe,2374M0fQpWi3dLnB54qaLX,0.671,0.373,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
86,37i9dQZF1DX4UtSsGT1Sbe,4W4wYHtsrgDiivRASVOINL,0.701,0.803,0.0545,0.0544,1.54e-06,0.7,0.903,133.608
87,37i9dQZF1DX4UtSsGT1Sbe,7HKez549fwJQDzx3zLjHKC,0.631,0.932,0.0354,0.0436,0.137,0.0918,0.971,122.429
88,37i9dQZF1DX4UtSsGT1Sbe,1y748kOQshZECWk5MddfOv,0.624,0.868,0.0269,0.305,1.38e-05,0.186,0.806,111.143
89,37i9dQZF1DX4UtSsGT1Sbe,3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,0.0371,0.574,0.000766,0.0859,0.52,126.15
90,37i9dQZF1DX4UtSsGT1Sbe,6r20M5DWYdIoCDmDViBxuz,0.649,0.618,0.0265,0.596,1.46e-06,0.192,0.667,114.688
91,37i9dQZF1DX4UtSsGT1Sbe,3h04eZTnmFLRMjZajbrp2R,0.795,0.63,0.0841,0.0419,0.575,0.0894,0.785,108.701
92,37i9dQZF1DX4UtSsGT1Sbe,17Ng10tIgnYmAitl0SgT3R,0.696,0.89,0.0441,0.055,0.0596,0.5,0.922,98.742
93,37i9dQZF1DX4UtSsGT1Sbe,2RWFncSWZEhSRRifqiDNVV,0.561,0.811,0.0265,0.00515,3.6e-05,0.287,0.635,126.593
94,37i9dQZF1DX4UtSsGT1Sbe,5RYLa5P4qweEAKq5U1gdcK,0.67,0.776,0.0356,0.0184,0.00294,0.128,0.703,130.128
95,37i9dQZF1DX4UtSsGT1Sbe,1mskmld5ZKEhRaNvYVPoqZ,0.776,0.743,0.0289,0.107,0.293,0.149,0.84,131.343
96,37i9dQZF1DX4UtSsGT1Sbe,2fMAEEhdpXo4ROX5eZcbOg,0.606,0.794,0.0291,0.119,7.16e-06,0.125,0.584,105.813
97,37i9dQZF1DX4UtSsGT1Sbe,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,0.0457,0.416,1.54e-06,0.631,0.813,105.39
98,37i9dQZF1DX4UtSsGT1Sbe,0F1O42piteiHP3dRvKUz6p,0.643,0.627,0.0405,0.00773,0.00259,0.123,0.725,114.477
99,37i9dQZF1DX4UtSsGT1Sbe,0qi4b1l0eT3jpzeNHeFXDT,0.766,0.772,0.0353,0.403,0.0584,0.183,0.919,128.168
0,37i9dQZF1DWTJ7xPn4vNaz,3gdewACMIVMEWVbyb8O9sY,0.601,0.532,0.0286,0.432,6.25e-06,0.0925,0.341,136.571
1,37i9dQZF1DWTJ7xPn4vNaz,6Xz7FeyE8HTP90HecgHV57,0.484,0.508,0.0364,0.376,0.000791,0.0961,0.554,151.867
2,37i9dQZF1DWTJ7xPn4vNaz,0wtHjEAzLYYyGuk2WtpGwS,0.576,0.432,0.0314,0.233,0.00135,0.0743,0.348,132.144
3,37i9dQZF1DWTJ7xPn4vNaz,4Vn7TykT27PIygBiZjTR2s,0.579,0.508,0.027,0.00574,0.000494,0.0575,0.609,147.125
4,37i9dQZF1DWTJ7xPn4vNaz,2g7gviEeJr6pyxO7G35EWQ,0.326,0.872,0.122,0.214,0.0,0.461,0.492,173.381
5,37i9dQZF1DWTJ7xPn4vNaz,2JoZzpdeP2G6Csfdq5aLXP,0.633,0.357,0.0264,0.105,0.0,0.133,0.674,104.938
6,37i9dQZF1DWTJ7xPn4vNaz,0n2pjCIMKwHSXoYfEbYMfX,0.519,0.46,0.0688,0.823,5.97e-05,0.243,0.675,132.082
7,37i9dQZF1DWTJ7xPn4vNaz,0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,0.0428,0.358,0.000939,0.792,0.754,100.804
8,37i9dQZF1DWTJ7xPn4vNaz,6zC0mpGYwbNTpk9SKwh08f,0.572,0.214,0.0293,0.649,0.129,0.125,0.485,95.542
9,37i9dQZF1DWTJ7xPn4vNaz,7Jh1bpe76CNTCgdgAdBw4Z,0.49,0.758,0.0297,0.000671,0.484,0.092,0.435,112.114
10,37i9dQZF1DWTJ7xPn4vNaz,07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,0.0378,0.0185,0.00109,0.0679,0.803,135.448
11,37i9dQZF1DWTJ7xPn4vNaz,6rovOdp3HgK1DeAMYDzoA7,0.605,0.574,0.0377,0.559,0.113,0.0684,0.543,129.449
12,37i9dQZF1DWTJ7xPn4vNaz,2DnJjbjNTV9Nd5NOa1KGba,0.659,0.678,0.0313,0.157,6.69e-06,0.0784,0.647,106.186
13,37i9dQZF1DWTJ7xPn4vNaz,7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,0.0335,0.221,3.53e-06,0.0721,0.913,105.929
14,37i9dQZF1DWTJ7xPn4vNaz,7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,0.0454,0.271,2.81e-05,0.1,0.448,92.006
15,37i9dQZF1DWTJ7xPn4vNaz,064SVQsmWl5EF0zahmzkQk,0.679,0.553,0.0316,0.0611,7.16e-06,0.139,0.946,109.071
16,37i9dQZF1DWTJ7xPn4vNaz,7HW5WIw7ZgZORCzUxv5gW5,0.729,0.844,0.0344,0.149,2.87e-06,0.0604,0.777,131.459
17,37i9dQZF1DWTJ7xPn4vNaz,683b4ikwa62JevCjwrmfg6,0.606,0.282,0.0339,0.501,8.3e-06,0.152,0.563,67.409
18,37i9dQZF1DWTJ7xPn4vNaz,6XUHsYE38CEbYunT983O9G,0.531,0.818,0.0452,0.0694,0.0096,0.263,0.471,90.767
19,37i9dQZF1DWTJ7xPn4vNaz,4ZoBC5MhSEzuknIgAkBaoT,0.741,0.647,0.0427,0.108,0.00139,0.0555,0.804,131.097
20,37i9dQZF1DWTJ7xPn4vNaz,4nuPrKithHbRJXuA9spwu4,0.729,0.6,0.0255,0.0663,7.86e-06,0.0382,0.964,104.414
21,37i9dQZF1DWTJ7xPn4vNaz,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0.0278,0.382,0.000243,0.148,0.282,145.075
22,37i9dQZF1DWTJ7xPn4vNaz,1fDsrQ23eTAVFElUMaf38X,0.531,0.481,0.06,0.699,0.0,0.0842,0.491,138.45
23,37i9dQZF1DWTJ7xPn4vNaz,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,0.0318,0.343,4.95e-06,0.129,0.74,139.191
24,37i9dQZF1DWTJ7xPn4vNaz,6xdLJrVj4vIXwhuG8TMopk,0.599,0.761,0.0421,0.713,4.74e-06,0.349,0.712,77.015
25,37i9dQZF1DWTJ7xPn4vNaz,5RgFlk1fcClZd0Y4SGYhqH,0.292,0.324,0.0346,0.797,0.000473,0.12,0.384,176.631
26,37i9dQZF1DWTJ7xPn4vNaz,38zsOOcu31XbbYj9BIPUF1,0.554,0.315,0.0298,0.828,5.53e-06,0.101,0.325,128.157
27,37i9dQZF1DWTJ7xPn4vNaz,6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0.0362,0.357,5.17e-06,0.22,0.954,102.762
28,37i9dQZF1DWTJ7xPn4vNaz,6vZZtivPrtpggT5SSXsYTy,0.678,0.631,0.0301,0.355,0.000268,0.376,0.463,102.378
29,37i9dQZF1DWTJ7xPn4vNaz,0oCT5rVvMdPPUm0bxG7yzT,0.683,0.53,0.0601,0.41,7.43e-05,0.06,0.579,124.392
30,37i9dQZF1DWTJ7xPn4vNaz,0HdcunWW5FsRqKr3lwJOIo,0.531,0.747,0.0344,0.146,0.0722,0.07,0.761,93.559
31,37i9dQZF1DWTJ7xPn4vNaz,5BckPAYcKEJuYs1eV1BHHe,0.684,0.675,0.0257,0.163,0.0,0.242,0.924,107.064
32,37i9dQZF1DWTJ7xPn4vNaz,6UkMcAA19lTdjs22jtB7o2,0.611,0.47,0.0356,0.579,0.0,0.581,0.97,85.527
33,37i9dQZF1DWTJ7xPn4vNaz,2yBVeksU2EtrPJbTu4ZslK,0.758,0.378,0.0449,0.284,0.0,0.049,0.985,120.736
34,37i9dQZF1DWTJ7xPn4vNaz,70C4NyhjD5OZUMzvWZ3njJ,0.331,0.55,0.0272,0.605,3.96e-06,0.192,0.429,177.734
35,37i9dQZF1DWTJ7xPn4vNaz,2hdNya0b6Cc2YJ8IyaQIWp,0.549,0.651,0.0323,0.583,0.0,0.121,0.368,122.818
36,37i9dQZF1DWTJ7xPn4vNaz,6Rvlwah55rEmg1ufhBz022,0.559,0.473,0.0279,0.446,0.00141,0.154,0.397,121.227
37,37i9dQZF1DWTJ7xPn4vNaz,3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,0.0309,0.367,0.00254,0.115,0.797,86.204
38,37i9dQZF1DWTJ7xPn4vNaz,3LcYYV9ozePfgYYmXv0P3r,0.611,0.35,0.0356,0.499,7.84e-06,0.0844,0.36,76.064
39,37i9dQZF1DWTJ7xPn4vNaz,49MHCPzvMLXhRjDantBMVH,0.589,0.453,0.0397,0.703,2.54e-05,0.134,0.513,139.148
40,37i9dQZF1DWTJ7xPn4vNaz,6yLIqXX9edg1x0HZS7cZEv,0.279,0.473,0.0309,0.242,0.00164,0.158,0.246,167.792
41,37i9dQZF1DWTJ7xPn4vNaz,6Qb7gtV6Q4MnUjSbkFcopl,0.815,0.372,0.0752,0.166,0.000116,0.0767,0.293,101.684
42,37i9dQZF1DWTJ7xPn4vNaz,46ou4l4zvrZMada0TgoVH9,0.55,0.741,0.0299,0.0426,3.72e-06,0.235,0.903,107.327
43,37i9dQZF1DWTJ7xPn4vNaz,1K1nzhbKCNmrNXi9B07mPF,0.706,0.39,0.0324,0.0221,3.81e-05,0.0944,0.839,90.584
44,37i9dQZF1DWTJ7xPn4vNaz,1BvJmtaXsqtH438BcDPeBb,0.688,0.477,0.029,0.38,4.93e-05,0.0864,0.897,132.071
45,37i9dQZF1DWTJ7xPn4vNaz,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,0.0298,0.00088,0.0023,0.0504,0.285,108.789
46,37i9dQZF1DWTJ7xPn4vNaz,5qxFudz7A6PGptviHsz4Yd,0.325,0.308,0.0297,0.92,0.00603,0.441,0.447,147.117
47,37i9dQZF1DWTJ7xPn4vNaz,52VIdyKqp1pJRSyUQaxKUA,0.365,0.338,0.0322,0.735,0.0,0.104,0.446,79.241
48,37i9dQZF1DWTJ7xPn4vNaz,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,0.0323,0.822,0.000649,0.115,0.264,79.764
49,37i9dQZF1DWTJ7xPn4vNaz,6WCeFNVAXUtNczb7lqLiZU,0.621,0.8,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91
50,37i9dQZF1DWTJ7xPn4vNaz,5pkd9ib1RgbkAd1R9bIOCa,0.562,0.503,0.0335,0.319,0.0,0.163,0.846,127.827
